time,ax,ay,az,gx,gy,gz,mx,my,mz
0.00,-1.35,0.26,-10.00,-0.00,-0.00,0.00,-66.00,-7.00,-94.00
0.01,-1.35,0.27,-9.97,-0.00,-0.00,0.00,-66.00,-7.00,-94.00
0.03,-1.35,0.27,-9.97,-0.00,-0.00,0.00,-66.00,-7.00,-94.00
0.04,-1.35,0.27,-9.99,-0.00,-0.00,0.00,-66.00,-7.00,-94.00
0.10,-1.35,0.27,-10.00,-0.00,-0.00,0.00,-66.00,2.00,-91.00
0.11,-1.35,0.25,-9.99,-0.00,-0.00,0.00,-66.00,2.00,-91.00
0.12,-1.35,0.25,-9.99,-0.00,-0.00,0.00,-66.00,2.00,-91.00
0.13,-1.33,0.26,-9.97,-0.00,-0.00,0.00,-66.00,2.00,-91.00
0.15,-1.36,0.26,-9.99,-0.00,-0.00,0.00,-66.00,2.00,-91.00
0.16,-1.36,0.26,-9.99,-0.00,-0.00,0.00,-66.00,2.00,-91.00
0.17,-1.35,0.26,-9.97,-0.00,-0.00,0.00,-66.00,2.00,-91.00
0.18,-1.35,0.26,-9.97,-0.00,-0.00,0.00,-66.00,2.00,-91.00
0.19,-1.34,0.26,-9.99,-0.00,-0.00,0.00,-66.00,2.00,-91.00
0.21,-1.36,0.26,-10.00,-0.00,-0.00,0.00,-69.00,-7.00,-91.00
0.22,-1.36,0.26,-10.00,-0.00,-0.00,0.00,-69.00,-7.00,-91.00
0.23,-1.35,0.27,-9.98,-0.00,-0.00,0.00,-69.00,-7.00,-91.00
0.25,-1.35,0.27,-9.98,-0.00,-0.00,0.00,-69.00,-7.00,-91.00
0.26,-1.35,0.26,-9.98,-0.00,-0.00,0.00,-69.00,-7.00,-91.00
0.27,-1.35,0.26,-9.98,-0.00,-0.00,0.00,-69.00,-7.00,-91.00
0.28,-1.35,0.26,-9.98,-0.00,-0.00,0.00,-69.00,-7.00,-91.00
0.29,-1.33,0.25,-9.97,-0.00,-0.00,0.00,-69.00,-7.00,-91.00
0.31,-1.34,0.26,-9.98,-0.00,0.00,0.00,-69.00,-7.00,-91.00
0.32,-1.34,0.26,-9.98,-0.00,0.00,0.00,-69.00,-7.00,-91.00
0.33,-1.36,0.27,-10.00,-0.00,-0.00,0.00,-72.00,-4.00,-91.00
0.34,-1.36,0.27,-10.00,-0.00,-0.00,0.00,-72.00,-4.00,-91.00
0.36,-1.34,0.26,-9.96,-0.00,-0.00,0.00,-72.00,-4.00,-91.00
0.37,-1.62,0.96,-11.95,0.01,0.04,0.01,-72.00,-4.00,-91.00
0.38,-1.62,0.96,-11.95,0.01,0.04,0.01,-72.00,-4.00,-91.00
0.40,-2.87,0.61,-13.27,-0.00,-0.04,0.01,-72.00,-4.00,-91.00
0.41,-1.26,0.25,-10.70,-0.00,0.02,0.01,-72.00,-4.00,-91.00
0.42,-1.26,0.25,-10.70,-0.00,0.02,0.01,-72.00,-4.00,-91.00
0.43,-1.57,0.34,-10.59,-0.01,-0.02,0.00,-72.00,-4.00,-91.00
0.44,-1.57,0.34,-10.59,-0.01,-0.02,0.00,-72.00,-4.00,-91.00
0.46,-1.42,0.25,-10.02,-0.00,-0.00,0.00,-69.00,-1.00,-94.00
0.47,-1.24,0.26,-10.03,-0.00,0.00,0.00,-69.00,-1.00,-94.00
0.48,-1.24,0.26,-10.03,-0.00,0.00,0.00,-69.00,-1.00,-94.00
0.50,-1.50,0.26,-10.17,-0.00,-0.01,-0.00,-69.00,-1.00,-94.00
0.51,-1.26,0.24,-9.99,-0.00,-0.01,0.00,-69.00,-1.00,-94.00
0.52,-1.26,0.24,-9.99,-0.00,-0.01,0.00,-69.00,-1.00,-94.00
0.53,-1.22,0.26,-10.02,-0.01,-0.03,0.00,-69.00,-1.00,-94.00
0.55,-1.22,0.26,-10.02,-0.01,-0.03,0.00,-69.00,-1.00,-94.00
0.56,0.45,-0.11,-9.97,-0.01,-0.03,0.00,-69.00,-1.00,-94.00
0.57,1.96,-0.95,-9.99,-0.02,-0.06,0.03,-69.00,-1.00,-94.00
