time,ax,ay,az,gx,gy,gz,mx,my,mz,normAccel,normMag,normGyr,ax_filter,ay_filter,az_filter,gx_filter,gy_filter,gz_filter,mx_filter,my_filter,mz_filter
0.03,-1.11,0.28,-9.9,0.0,0.0,0.0,-24.0,7.0,62.0,0.0,0.0,0.0,-1.11,0.28,-9.9,0.0,0.0,0.0,-24.0,7.0,62.0
0.04,-1.17,0.3,-9.98,0.0,-0.02,-0.0,100.0,-100.0,-100.0,9.965967088045195,66.85057965343307,0.0,-1.1400000000000001,0.29000000000000004,-9.940000000000001,0.0,-32.828063500117445,0.0,38.0,-46.5,-19.0
0.05,-1.17,0.3,-9.98,0.0,-0.02,-0.0,100.0,-100.0,-100.0,10.052825473467646,173.20508075688772,1.1459155902616465,-1.1500000000000001,0.2933333333333334,-9.953333333333335,0.0,-43.770751333489926,0.0,58.666666666666664,-64.33333333333333,-46.0
0.06,-1.2,0.3,-10.0,0.0,-0.03,-0.0,100.0,-100.0,-100.0,10.052825473467646,173.20508075688772,1.1459155902616465,-1.1625,0.29500000000000004,-9.965,0.0,-57.44911112520552,0.0,69.0,-73.25,-59.5
0.13,-1.12,0.3,-9.8,0.01,-0.07,-0.0,100.0,-100.0,-100.0,10.07620960480676,173.20508075688772,1.7188733853924696,-1.1540000000000001,0.29600000000000004,-9.931999999999999,6.565612700023488,-91.91857780032883,0.0,75.2,-78.6,-67.6
0.15,-1.12,0.3,-9.8,0.01,-0.07,-0.0,100.0,-100.0,-100.0,9.868353459417635,173.20508075688772,4.051423422706978,-1.1560000000000001,0.3,-9.912,13.131225400046976,-137.87786670049326,0.0,100.0,-100.0,-100.0
0.16,-1.13,0.29,-9.79,0.01,-0.11,-0.01,-100.0,100.0,100.0,9.868353459417635,173.20508075688772,4.051423422706978,-1.1480000000000001,0.298,-9.874,19.696838100070465,-196.96838100070468,-6.565612700023488,60.0,-60.0,-60.0
0.17,-1.13,0.29,-9.79,0.01,-0.11,-0.01,-100.0,100.0,100.0,9.859264678463601,173.20508075688772,6.354409343530243,-1.1400000000000001,0.296,-9.836,26.26245080009395,-256.0588953009161,-13.131225400046976,20.0,-20.0,-20.0
0.18,-1.26,0.28,-9.89,0.02,-0.17,-0.01,-100.0,100.0,100.0,9.859264678463601,173.20508075688772,6.354409343530243,-1.152,0.29200000000000004,-9.813999999999998,39.39367620014092,-347.97747310124487,-19.696838100070465,-20.0,20.0,20.0
0.2,-1.86,0.15,-10.84,0.01,-0.19,-0.01,-100.0,100.0,100.0,9.973870863411056,173.20508075688772,9.82417969554432,-1.3,0.262,-10.022,39.39367620014092,-426.76482550152673,-26.26245080009395,-60.0,60.0,60.0
0.21,-1.86,0.15,-10.84,0.01,-0.19,-0.01,-100.0,100.0,100.0,10.999440894881886,173.20508075688772,10.916312129351484,-1.448,0.23200000000000004,-10.23,39.39367620014092,-505.55217790180865,-32.828063500117445,-100.0,100.0,100.0
0.22,-1.59,0.23,-10.32,0.0,-0.01,0.0,-100.0,100.0,100.0,10.999440894881886,173.20508075688772,10.916312129351484,-1.54,0.22000000000000003,-10.336,32.828063500117445,-439.8960509015737,-26.26245080009395,-100.0,100.0,100.0
0.23,-1.21,0.34,-10.27,-0.0,0.05,-0.0,-100.0,100.0,100.0,10.444299880796224,173.20508075688772,0.5729577951308232,-1.556,0.23000000000000004,-10.431999999999999,26.26245080009395,-334.84624770119797,-19.696838100070465,-100.0,100.0,100.0
0.25,-1.21,0.34,-10.27,-0.0,0.05,-0.0,-100.0,100.0,100.0,10.346622637363364,173.20508075688772,2.864788975654116,-1.546,0.242,-10.508000000000001,13.131225400046976,-190.40276830068117,-13.131225400046976,-100.0,100.0,100.0
0.26,-1.25,0.35,-9.86,-0.01,0.03,-0.0,-100.0,100.0,100.0,10.346622637363364,173.20508075688772,2.864788975654116,-1.424,0.282,-10.312000000000001,0.0,-45.95928890016443,-6.565612700023488,-100.0,100.0,100.0
0.27,-1.25,0.35,-9.86,-0.01,0.03,-0.0,-100.0,100.0,100.0,9.945079185205113,173.20508075688772,1.811851635761533,-1.302,0.322,-10.116,-13.131225400046976,98.48419050035231,0.0,-100.0,100.0,100.0
0.28,-1.47,0.23,-9.91,-0.01,0.01,0.0,-100.0,-100.0,-100.0,9.945079185205113,173.20508075688772,1.811851635761533,-1.278,0.322,-10.034,-19.696838100070465,111.61541590039931,0.0,-100.0,60.0,60.0
0.3,-1.38,0.23,-9.95,-0.01,0.02,0.0,-100.0,-100.0,-100.0,10.021072796861622,173.20508075688772,0.8102846845413955,-1.3119999999999998,0.30000000000000004,-9.969999999999999,-26.26245080009395,91.91857780032883,0.0,-100.0,20.0,20.0
0.31,-1.38,0.23,-9.95,-0.01,0.02,0.0,-100.0,-100.0,-100.0,10.047875397316588,173.20508075688772,1.2811725781509187,-1.3459999999999999,0.278,-9.906,-32.828063500117445,72.22173970025837,0.0,-100.0,-20.0,-20.0
0.32,-1.39,0.12,-10.35,-0.0,0.03,-0.0,-100.0,-100.0,-100.0,10.047875397316588,173.20508075688772,1.2811725781509187,-1.3739999999999999,0.23199999999999998,-10.004,-26.26245080009395,72.22173970025837,0.0,-100.0,-60.0,-60.0
0.33,-1.39,0.12,-10.35,-0.0,0.03,-0.0,-100.0,-100.0,-100.0,10.44361048680005,173.20508075688772,1.7188733853924696,-1.402,0.186,-10.101999999999999,-19.696838100070465,72.22173970025837,0.0,-100.0,-100.0,-100.0
0.35,-1.23,-0.12,-11.2,-0.02,0.12,0.0,-100.0,-100.0,-100.0,10.44361048680005,173.20508075688772,1.7188733853924696,-1.3539999999999999,0.11599999999999999,-10.36,-26.26245080009395,144.44347940051674,0.0,-100.0,-100.0,-100.0
0.36,-1.0,-0.72,-11.43,-0.03,0.34,0.03,-100.0,-100.0,-100.0,11.267976748289819,173.20508075688772,6.9703324153281105,-1.278,-0.074,-10.656,-39.39367620014092,354.5430858012684,19.69683810007046,-100.0,-100.0,-100.0
0.37,-1.0,-0.72,-11.43,-0.03,0.34,0.03,-100.0,-100.0,-100.0,11.496229816770366,173.20508075688772,19.631644492792212,-1.202,-0.26399999999999996,-10.952000000000002,-52.5249016001879,564.64269220202,39.39367620014092,-100.0,-100.0,-100.0
0.38,-0.62,-1.03,-12.25,-0.02,0.6,0.04,-100.0,-100.0,-100.0,11.496229816770366,173.20508075688772,19.631644492792212,-1.048,-0.49399999999999994,-11.332,-65.65612700023489,938.8826161033587,65.65612700023489,-100.0,-100.0,-100.0
0.4,0.12,-1.24,-11.97,-0.0,0.85,0.04,-100.0,-100.0,-100.0,12.30885047435381,173.20508075688772,34.472828411725246,-0.746,-0.766,-11.656,-65.65612700023489,1477.2628575052847,91.91857780032883,-100.0,-100.0,-100.0
0.41,0.12,-1.24,-11.97,-0.0,0.85,0.04,-100.0,-100.0,-100.0,12.034654128806528,173.20508075688772,48.75530820375873,-0.476,-0.9899999999999999,-11.809999999999999,-52.5249016001879,1956.552584606999,118.18102860042279,-100.0,-100.0,-100.0
0.42,0.88,-1.7,-12.34,0.02,1.05,0.06,100.0,-100.0,0.0,12.034654128806528,173.20508075688772,48.75530820375873,-0.09999999999999998,-1.186,-11.992,-19.69683810007046,2422.711086308667,137.87786670049326,-60.0,-100.0,-80.0
0.44,1.71,-1.77,-12.19,0.03,1.07,0.08,100.0,-100.0,0.0,12.487593843491227,141.4213562373095,60.26960449752425,0.442,-1.3960000000000001,-12.144,19.69683810007046,2902.000813410382,170.70593020061068,-20.0,-100.0,-60.0
0.45,1.71,-1.77,-12.19,0.03,1.07,0.08,100.0,-100.0,0.0,12.435959954904968,141.4213562373095,61.501621738646314,0.908,-1.544,-12.132,52.5249016001879,3210.584610311486,196.96838100070462,20.0,-100.0,-40.0
0.46,2.26,-1.68,-11.97,0.02,0.9,0.12,100.0,-100.0,0.0,12.435959954904968,141.4213562373095,61.501621738646314,1.3359999999999999,-1.6320000000000001,-12.132,65.65612700023489,3243.4126738116033,249.4932826008926,60.0,-100.0,-20.0
0.47,2.26,-1.68,-11.97,0.02,0.9,0.12,100.0,-100.0,0.0,12.296784132446987,141.4213562373095,52.03516769925592,1.764,-1.72,-12.132,78.78735240028185,3276.240737311721,302.01818420108043,100.0,-100.0,0.0
0.49,2.68,-1.83,-12.14,-0.02,0.55,0.18,100.0,-100.0,0.0,12.296784132446987,141.4213562373095,52.03516769925592,2.124,-1.7459999999999998,-12.091999999999999,52.5249016001879,2947.9601023105465,380.8055366013623,100.0,-100.0,0.0
0.5,2.51,-1.94,-12.21,-0.06,0.21,0.25,100.0,-100.0,0.0,12.566260382468606,141.4213562373095,33.17717542466414,2.284,-1.78,-12.096,-6.565612700023495,2383.3174101085265,492.4209525017616,100.0,-100.0,0.0
0.51,2.51,-1.94,-12.21,-0.06,0.21,0.25,100.0,-100.0,0.0,12.615379502813225,141.4213562373095,19.02012775381107,2.444,-1.814,-12.1,-65.65612700023489,1818.6747179065064,604.036368402161,100.0,-100.0,0.0
0.52,2.18,-2.26,-12.51,-0.11,-0.01,0.32,100.0,-100.0,0.0,12.615379502813225,141.4213562373095,19.02012775381107,2.428,-1.9299999999999997,-12.208,-151.00909210054022,1221.2039622043687,735.3486224026307,100.0,-100.0,0.0
0.53,2.18,-2.26,-12.51,-0.11,-0.01,0.32,100.0,-100.0,0.0,12.898065746459816,141.4213562373095,19.39612352279047,2.412,-2.046,-12.316,-236.36205720084558,623.7332065022314,866.6608764031005,100.0,-100.0,0.0
0.55,1.83,-2.42,-12.18,-0.17,-0.09,0.38,100.0,100.0,-100.0,12.898065746459816,141.4213562373095,19.39612352279047,2.242,-2.1639999999999997,-12.324,-334.84624770119797,203.53399370072808,997.9731304035704,100.0,-60.0,-20.0
0.56,1.43,-2.35,-11.62,-0.25,-0.15,0.42,100.0,100.0,-100.0,12.552199010531979,173.20508075688772,24.402890646235548,2.026,-2.2459999999999996,-12.206,-459.59288900164415,-32.828063500117466,1109.5885463039695,100.0,-20.0,-40.0
0.57,1.43,-2.35,-11.62,-0.25,-0.15,0.42,100.0,100.0,-100.0,11.941180846130754,173.20508075688772,29.293780566752897,1.8099999999999998,-2.328,-12.088,-584.3395303020905,-269.19012070096295,1221.2039622043687,100.0,20.0,-60.0
0.58,1.13,-2.04,-10.49,-0.35,-0.15,0.44,100.0,100.0,-100.0,11.941180846130754,173.20508075688772,29.293780566752897,1.6,-2.284,-11.684,-741.9142351026542,-361.10869850129177,1299.9913146046506,100.0,60.0,-80.0
0.6,0.81,-2.1,-9.51,-0.51,-0.12,0.43,100.0,100.0,-100.0,10.746096965875564,173.20508075688772,33.34003944379755,1.326,-2.252,-11.084,-1004.5387431035937,-433.33043820155024,1372.213054304909,100.0,100.0,-100.0
0.61,0.81,-2.1,-9.51,-0.51,-0.12,0.43,100.0,100.0,-100.0,9.772727357293869,173.20508075688772,38.83453665483078,1.1219999999999999,-2.1879999999999997,-10.549999999999999,-1227.7695749043924,-453.0272763016207,1405.0411178050265,100.0,100.0,-100.0
0.62,1.12,-2.04,-8.9,-0.72,-0.04,0.44,100.0,100.0,-100.0,9.772727357293869,173.20508075688772,38.83453665483078,1.06,-2.1260000000000003,-10.006,-1536.353371805496,-380.8055366013623,1418.1723432050733,100.0,100.0,-100.0
0.63,1.12,-2.04,-8.9,-0.72,-0.04,0.44,100.0,100.0,-100.0,9.199239098969002,173.20508075688772,48.40052284189068,0.998,-2.064,-9.462,-1844.9371687066,-308.583796901104,1431.3035686051205,100.0,100.0,-100.0
0.65,1.39,-2.19,-8.7,-0.94,0.04,0.51,100.0,100.0,-100.0,9.199239098969002,173.20508075688772,48.40052284189068,1.05,-2.0940000000000003,-9.104,-2232.308318007986,-183.83715560065767,1477.2628575052847,100.0,100.0,-100.0
0.66,1.05,-2.25,-8.25,-1.09,0.08,0.64,100.0,100.0,0.0,9.078447003755652,173.20508075688772,61.31719263525076,1.098,-2.1239999999999997,-8.852,-2613.1138546093484,-52.524901600187896,1615.140724205778,100.0,100.0,-80.0
0.67,1.05,-2.25,-8.25,-1.09,0.08,0.64,100.0,100.0,0.0,8.615538288464627,141.4213562373095,72.56686341612017,1.1460000000000001,-2.154,-8.6,-2993.919391210711,78.78735240028186,1753.0185909062711,100.0,100.0,-60.0
0.68,1.01,-2.05,-7.83,-1.2,0.08,0.76,100.0,100.0,0.0,8.615538288464627,141.4213562373095,72.56686341612017,1.124,-2.156,-8.386,-3309.0688008118377,157.57470480056372,1963.1181973070231,100.0,100.0,-40.0
0.7,1.05,-1.46,-7.58,-1.35,0.15,0.89,100.0,100.0,0.0,8.156684375406467,141.4213562373095,81.51318943842014,1.1099999999999999,-2.04,-8.122,-3722.702400913318,282.32134610100996,2258.5707688080797,100.0,100.0,-20.0
0.71,1.05,-1.46,-7.58,-1.35,0.15,0.89,100.0,100.0,0.0,7.7904107722250435,141.4213562373095,93.04347707182902,1.042,-1.8939999999999997,-7.898000000000001,-3991.8925216142816,354.5430858012683,2508.064051408972,100.0,100.0,0.0
0.72,1.33,-0.69,-7.3,-1.54,0.33,1.02,100.0,100.0,0.0,7.7904107722250435,141.4213562373095,93.04347707182902,1.0979999999999999,-1.582,-7.708,-4287.345093115338,518.6834033018555,2757.5573340098645,100.0,100.0,0.0
0.73,1.33,-0.69,-7.3,-1.54,0.33,1.02,100.0,100.0,0.0,7.452180888840528,141.4213562373095,107.5101524403921,1.154,-1.27,-7.517999999999999,-4582.797664616395,682.8237208024428,3007.0506166107575,100.0,100.0,0.0
