time,ax,ay,az,gx,gy,gz,mx,my,mz
0.00,-9.95,-0.04,-0.79,0.00,0.00,-0.00,-88.00,-18.00,18.00
0.01,-9.94,-0.04,-0.77,0.00,-0.00,-0.00,-88.00,-18.00,18.00
0.03,-9.92,-0.06,-0.77,0.00,-0.00,-0.00,-88.00,-18.00,18.00
0.04,-9.92,-0.06,-0.77,0.00,-0.00,-0.00,-88.00,-18.00,18.00
0.10,-9.95,-0.04,-0.78,-0.00,0.00,-0.00,-90.00,-20.00,20.00
0.11,-9.95,-0.05,-0.80,0.00,0.00,-0.00,-90.00,-20.00,20.00
0.12,-9.95,-0.04,-0.78,0.00,0.00,0.00,-90.00,-20.00,20.00
0.14,-9.95,-0.04,-0.78,0.00,0.00,0.00,-90.00,-20.00,20.00
0.15,-9.95,-0.03,-0.80,-0.00,0.00,0.00,-90.00,-20.00,20.00
0.16,-9.95,-0.03,-0.80,-0.00,0.00,0.00,-90.00,-20.00,20.00
0.17,-9.93,-0.05,-0.79,-0.00,-0.00,-0.00,-90.00,-20.00,20.00
0.19,-9.93,-0.03,-0.78,-0.00,-0.00,-0.00,-90.00,-16.00,18.00
0.20,-9.93,-0.03,-0.78,-0.00,-0.00,-0.00,-90.00,-16.00,18.00
0.21,-9.93,-0.03,-0.79,-0.00,0.00,-0.00,-90.00,-16.00,18.00
0.22,-9.96,-0.04,-0.80,-0.00,-0.00,0.00,-90.00,-16.00,18.00
0.23,-9.96,-0.04,-0.80,-0.00,-0.00,0.00,-90.00,-16.00,18.00
0.25,-9.94,-0.04,-0.78,-0.00,-0.00,-0.00,-90.00,-16.00,18.00
0.26,-9.94,-0.04,-0.78,-0.00,-0.00,-0.00,-90.00,-16.00,18.00
0.27,-9.95,-0.04,-0.77,-0.00,-0.00,-0.00,-90.00,-16.00,18.00
0.28,-9.93,-0.03,-0.80,-0.00,-0.00,-0.00,-90.00,-16.00,18.00
0.30,-9.93,-0.03,-0.80,-0.00,-0.00,-0.00,-90.00,-16.00,18.00
0.31,-9.96,-0.03,-0.80,-0.00,-0.00,-0.00,-88.00,-14.00,23.00
0.32,-9.94,-0.03,-0.79,0.00,-0.00,-0.00,-88.00,-14.00,23.00
0.34,-9.94,-0.03,-0.79,0.00,-0.00,-0.00,-88.00,-14.00,23.00
0.35,-9.94,-0.03,-0.76,0.00,-0.00,-0.00,-88.00,-14.00,23.00
0.36,-9.94,-0.03,-0.76,0.00,-0.00,-0.00,-88.00,-14.00,23.00
0.37,-9.96,-0.04,-0.79,-0.00,-0.00,-0.00,-88.00,-14.00,23.00
0.38,-9.96,-0.05,-0.77,-0.00,-0.00,-0.00,-88.00,-14.00,23.00
0.40,-9.96,-0.05,-0.77,-0.00,-0.00,-0.00,-88.00,-14.00,23.00
0.41,-9.94,-0.04,-0.76,-0.00,-0.00,-0.00,-88.00,-14.00,23.00
0.42,-9.94,-0.04,-0.78,0.00,-0.00,-0.00,-88.00,-14.00,20.00
0.44,-9.94,-0.04,-0.78,0.00,-0.00,-0.00,-88.00,-14.00,20.00
0.45,-9.94,-0.03,-0.80,0.00,-0.00,-0.00,-88.00,-14.00,20.00
0.46,-9.94,-0.03,-0.80,0.00,-0.00,-0.00,-88.00,-14.00,20.00
0.47,-9.94,-0.06,-0.77,0.00,-0.00,-0.00,-88.00,-14.00,20.00
0.49,-9.94,-0.04,-0.78,0.00,0.00,-0.00,-88.00,-14.00,20.00
0.50,-9.94,-0.04,-0.78,0.00,0.00,-0.00,-88.00,-14.00,20.00
0.51,-9.95,-0.04,-0.78,0.00,-0.00,-0.00,-88.00,-14.00,20.00
0.52,-9.97,-0.04,-0.79,-0.00,-0.00,-0.00,-88.00,-14.00,20.00
0.54,-9.97,-0.04,-0.79,-0.00,-0.00,-0.00,-88.00,-14.00,20.00
0.55,-9.96,-0.04,-0.78,-0.00,-0.00,-0.00,-90.00,-18.00,20.00
0.56,-9.96,-0.04,-0.78,-0.00,-0.00,-0.00,-90.00,-18.00,20.00
0.57,-9.95,-0.04,-0.79,0.00,-0.00,-0.00,-90.00,-18.00,20.00
0.59,-9.94,-0.04,-0.79,0.00,-0.00,-0.00,-90.00,-18.00,20.00
0.60,-9.94,-0.04,-0.79,0.00,-0.00,-0.00,-90.00,-18.00,20.00
0.61,-9.95,-0.04,-0.82,0.00,-0.01,-0.00,-90.00,-18.00,20.00
0.62,-9.96,-0.05,-0.79,0.00,-0.01,-0.00,-90.00,-18.00,20.00
0.64,-9.96,-0.05,-0.79,0.00,-0.01,-0.00,-90.00,-18.00,20.00
0.65,-9.94,-0.05,-0.78,-0.00,-0.01,-0.00,-90.00,-18.00,20.00
0.66,-9.94,-0.05,-0.78,-0.00,-0.01,-0.00,-90.00,-18.00,20.00
0.68,-9.95,-0.04,-0.76,-0.00,-0.01,-0.00,-90.00,-18.00,20.00
0.69,-9.96,-0.05,-0.82,-0.00,-0.01,-0.00,-90.00,-18.00,20.00
0.70,-9.96,-0.05,-0.82,-0.00,-0.01,-0.00,-90.00,-18.00,20.00
0.71,-9.89,-0.05,-0.71,0.00,-0.02,-0.00,-90.00,-18.00,20.00
0.73,-9.94,-0.03,-0.78,-0.00,-0.01,-0.00,-90.00,-18.00,20.00
0.74,-9.94,-0.03,-0.78,-0.00,-0.01,-0.00,-90.00,-18.00,20.00
0.75,-9.95,-0.04,-0.79,-0.00,-0.01,-0.00,-90.00,-18.00,20.00
0.76,-9.95,-0.04,-0.79,-0.00,-0.01,-0.00,-90.00,-18.00,20.00
0.77,-9.94,-0.05,-0.67,-0.00,-0.00,-0.00,-90.00,-18.00,20.00
0.79,-9.96,-0.03,-0.77,-0.00,-0.00,-0.00,-90.00,-18.00,20.00
0.80,-9.96,-0.03,-0.77,-0.00,-0.00,-0.00,-90.00,-18.00,20.00
0.81,-9.95,-0.02,-0.80,-0.00,-0.00,-0.00,-90.00,-18.00,23.00
0.82,-9.95,-0.05,-0.75,-0.00,-0.00,-0.00,-90.00,-18.00,23.00
0.84,-9.95,-0.05,-0.75,-0.00,-0.00,-0.00,-90.00,-18.00,23.00
0.85,-9.96,-0.05,-0.80,-0.00,-0.00,-0.00,-90.00,-18.00,23.00
0.86,-9.96,-0.05,-0.80,-0.00,-0.00,-0.00,-90.00,-18.00,23.00
0.88,-9.93,-0.07,-0.76,-0.00,-0.00,-0.00,-90.00,-18.00,23.00
0.89,-9.94,-0.04,-0.77,-0.00,-0.00,-0.00,-90.00,-18.00,23.00
0.90,-9.94,-0.04,-0.77,-0.00,-0.00,-0.00,-90.00,-18.00,23.00
0.91,-9.96,-0.06,-0.75,-0.00,0.00,-0.00,-90.00,-18.00,23.00
0.92,-9.94,-0.06,-0.75,-0.00,-0.00,-0.00,-90.00,-16.00,18.00
0.94,-9.94,-0.06,-0.75,-0.00,-0.00,-0.00,-90.00,-16.00,18.00
0.95,-9.95,-0.03,-0.80,-0.00,-0.00,-0.00,-90.00,-16.00,18.00
0.96,-9.95,-0.03,-0.80,-0.00,-0.00,-0.00,-90.00,-16.00,18.00
0.97,-9.83,0.01,-0.40,-0.01,0.00,0.00,-90.00,-16.00,18.00
0.99,-9.78,0.04,-1.20,-0.16,0.00,-0.00,-90.00,-16.00,18.00
1.00,-9.78,0.04,-1.20,-0.16,0.00,-0.00,-90.00,-16.00,18.00
1.01,-10.10,-0.18,-0.99,-0.14,0.00,-0.01,-90.00,-16.00,18.00
1.02,-9.83,-0.12,-0.41,-0.04,-0.01,-0.01,-90.00,-16.00,18.00
1.04,-9.83,-0.12,-0.41,-0.04,-0.01,-0.01,-90.00,-16.00,18.00
1.05,-9.90,-0.07,-0.77,0.01,0.00,-0.01,-88.00,-18.00,20.00
1.06,-9.90,-0.07,-0.77,0.01,0.00,-0.01,-88.00,-18.00,20.00
1.07,-10.15,-0.05,-0.89,-0.00,0.00,-0.01,-88.00,-18.00,20.00
1.09,-9.88,-0.04,-0.67,0.00,-0.01,-0.01,-88.00,-18.00,20.00
1.10,-9.88,-0.04,-0.67,0.00,-0.01,-0.01,-88.00,-18.00,20.00
1.11,-9.89,-0.05,-0.80,0.00,-0.01,-0.01,-88.00,-18.00,20.00
1.12,-9.97,-0.02,-0.76,-0.00,-0.01,-0.01,-88.00,-18.00,20.00
1.14,-9.97,-0.02,-0.76,-0.00,-0.01,-0.01,-88.00,-18.00,20.00
1.15,-9.95,-0.11,-0.75,0.00,-0.01,-0.01,-88.00,-18.00,20.00
1.16,-9.95,-0.11,-0.75,0.00,-0.01,-0.01,-88.00,-18.00,20.00
1.17,-9.95,-0.04,-0.75,-0.00,-0.00,-0.01,-88.00,-18.00,20.00
1.19,-9.93,-0.07,-0.79,0.00,-0.00,-0.01,-90.00,-16.00,20.00
1.20,-9.93,-0.07,-0.79,0.00,-0.00,-0.01,-90.00,-16.00,20.00
1.21,-9.94,-0.08,-0.71,-0.00,-0.00,-0.00,-90.00,-16.00,20.00
1.22,-9.96,-0.03,-0.80,-0.00,-0.00,-0.00,-90.00,-16.00,20.00
