time,ax,ay,az,gx,gy,gz,mx,my,mz
0.00,3.72,0.86,-9.34,-0.00,-0.01,-0.00,-7.00,-34.00,-78.00
0.01,3.52,0.90,-9.64,-0.00,0.01,0.00,-7.00,-34.00,-78.00
0.03,3.52,0.90,-9.64,-0.00,0.01,0.00,-7.00,-34.00,-78.00
0.04,3.32,0.94,-10.12,-0.01,0.09,0.01,-7.00,-34.00,-78.00
0.31,6.45,0.83,-2.28,-0.12,5.77,0.68,10.00,-34.00,-68.00
0.32,6.48,0.28,-1.54,-0.21,7.00,0.72,37.00,-34.00,-47.00
0.33,5.95,-0.36,-0.46,-0.27,8.12,0.69,37.00,-34.00,-47.00
0.34,5.95,-0.36,-0.46,-0.27,8.12,0.69,37.00,-34.00,-47.00
0.36,9.32,-1.69,1.55,-0.28,8.69,0.53,37.00,-34.00,-47.00
0.37,8.86,-1.76,-11.37,-0.23,5.58,-0.12,37.00,-34.00,-47.00
0.38,8.86,-1.76,-11.37,-0.23,5.58,-0.12,37.00,-34.00,-47.00
0.40,4.71,-1.47,-2.27,-0.02,2.92,0.01,37.00,-34.00,-47.00
0.41,4.71,-1.47,-2.27,-0.02,2.92,0.01,37.00,-34.00,-47.00
0.42,12.76,-0.67,4.95,-0.10,2.53,0.13,37.00,-34.00,-47.00
0.43,16.46,-1.01,7.12,-0.28,2.53,0.42,56.00,-31.00,-1.00
0.44,16.46,-1.01,7.12,-0.28,2.53,0.42,56.00,-31.00,-1.00
0.46,5.77,-0.70,2.79,-0.10,2.86,0.29,56.00,-31.00,-1.00
0.47,9.29,0.04,4.06,-0.09,2.83,0.22,56.00,-31.00,-1.00
0.48,9.29,0.04,4.06,-0.09,2.83,0.22,56.00,-31.00,-1.00
0.50,8.16,0.28,2.66,-0.08,3.20,0.24,56.00,-31.00,-1.00
0.51,8.16,0.28,2.66,-0.08,3.20,0.24,56.00,-31.00,-1.00
0.52,5.81,1.11,5.91,-0.01,3.45,0.30,56.00,-31.00,-1.00
0.53,3.57,4.31,12.10,-0.20,3.03,0.14,56.00,-31.00,-1.00
0.55,3.57,4.31,12.10,-0.20,3.03,0.14,56.00,-31.00,-1.00
0.56,4.89,2.94,8.47,-0.47,2.28,-0.15,52.00,-25.00,20.00
0.57,4.89,2.94,8.47,-0.47,2.28,-0.15,52.00,-25.00,20.00
0.65,5.78,-0.33,3.99,-0.03,3.22,0.24,52.00,-25.00,20.00
0.73,2.18,-0.22,4.34,-0.08,4.61,0.33,39.00,-25.00,35.00
0.81,-7.62,-3.15,-4.63,-0.02,3.97,0.21,39.00,-25.00,35.00
0.88,-4.62,-1.25,7.26,0.22,-0.90,-0.01,0.00,-17.00,50.00
0.96,0.27,-1.25,-2.26,0.03,-0.13,0.03,8.00,-15.00,48.00
0.98,3.59,-1.36,22.58,-0.06,0.32,0.09,8.00,-15.00,48.00
0.99,-2.43,-1.02,15.41,0.03,0.27,0.06,8.00,-15.00,48.00
1.00,-2.43,-1.02,15.41,0.03,0.27,0.06,8.00,-15.00,48.00
1.01,-0.00,-1.22,7.65,-0.02,-0.15,-0.00,8.00,-15.00,48.00
1.22,-0.28,-0.88,9.78,0.00,0.00,0.00,6.00,-19.00,44.00
1.23,-0.21,-0.80,9.70,0.00,-0.01,-0.00,6.00,-19.00,44.00
1.25,-0.21,-0.80,9.70,0.00,-0.01,-0.00,6.00,-19.00,44.00
1.26,-0.38,-0.75,9.22,0.00,0.00,-0.00,6.00,-19.00,44.00
1.27,-0.38,-0.75,9.22,0.00,0.00,-0.00,6.00,-19.00,44.00
1.28,-0.52,-0.83,9.57,0.01,-0.00,-0.00,6.00,-19.00,44.00
1.29,-0.22,-0.81,9.58,-0.00,-0.01,-0.01,6.00,-19.00,44.00
1.31,-0.22,-0.81,9.58,-0.00,-0.01,-0.01,6.00,-19.00,44.00
1.32,-0.35,-0.84,9.70,0.01,0.01,0.00,4.00,-21.00,46.00
1.33,-0.33,-0.78,9.56,-0.00,-0.01,0.00,4.00,-21.00,46.00
1.35,-0.33,-0.78,9.56,-0.00,-0.01,0.00,4.00,-21.00,46.00
1.36,-0.40,-0.81,9.74,0.00,-0.01,-0.00,4.00,-21.00,46.00
1.37,-0.40,-0.81,9.74,0.00,-0.01,-0.00,4.00,-21.00,46.00
1.38,-0.73,-0.81,9.62,0.00,0.01,-0.00,4.00,-21.00,46.00
