time,ax,ay,az,gx,gy,gz,mx,my,mz
3581.00,-0.10,-0.82,9.82,-0.01,-0.02,0.00,12.91,7.78,-114.94
3633.00,0.03,-0.80,9.63,-0.00,-0.00,0.01,14.98,8.47,-115.27
3685.00,0.02,-0.79,9.62,0.00,0.01,0.01,14.98,8.47,-115.27
3738.00,0.05,-0.80,9.53,0.01,0.01,-0.00,13.60,8.12,-114.61
3790.00,0.01,-0.79,9.57,0.00,0.01,-0.00,13.60,8.12,-114.61
3842.00,2.01,0.43,4.53,-0.07,-0.61,-0.02,13.43,7.95,-114.77
3895.00,-0.44,-0.05,11.12,0.01,1.79,0.15,13.43,7.95,-114.77
3947.00,1.07,-1.08,11.95,-0.14,-0.67,0.02,13.43,7.95,-114.77
3998.00,-0.03,-1.60,9.28,-0.04,0.18,0.01,13.43,7.95,-115.11
4051.00,-0.30,-0.76,9.57,-0.02,0.01,0.01,13.43,7.95,-115.11
4102.00,-0.21,-1.20,9.54,0.00,-0.04,-0.00,15.33,8.47,-115.61
4154.00,-0.25,-0.64,9.63,0.01,-0.12,-0.01,15.33,8.47,-115.61
4207.00,-0.11,-0.67,9.62,0.00,-0.07,-0.00,15.33,8.47,-115.61
4259.00,-0.13,-0.80,9.55,-0.02,-0.13,-0.01,14.12,7.60,-115.11
4312.00,0.07,-0.92,9.60,-0.02,-0.26,-0.02,14.12,7.60,-115.11
4365.00,0.23,-0.84,9.69,-0.01,-0.02,0.00,14.12,7.60,-115.11
4416.00,-0.21,0.42,12.29,-0.05,0.07,0.01,14.12,7.60,-115.11
4468.00,-0.05,-0.59,9.62,-0.05,0.03,-0.00,14.12,7.60,-115.11
4521.00,0.15,-0.83,9.50,-0.02,-0.09,-0.02,13.60,8.12,-115.61
4573.00,0.11,-1.59,9.52,-0.01,0.06,-0.01,13.60,8.12,-115.61
4624.00,0.11,-1.65,9.40,0.04,-0.20,-0.01,13.60,7.78,-113.61
4677.00,0.40,0.35,9.76,0.00,-0.20,-0.02,13.60,7.78,-113.61
4729.00,0.21,-1.85,9.46,-0.01,0.06,0.01,13.09,10.37,-114.11
4781.00,0.21,-1.18,9.60,-0.02,-0.09,0.00,13.09,10.37,-114.11
4834.00,0.41,-0.41,9.66,0.02,-0.04,-0.00,13.09,10.37,-114.11
4885.00,0.34,-1.09,9.60,0.02,0.14,0.01,11.88,8.47,-113.28
4937.00,0.36,-1.04,9.70,0.00,0.33,0.02,11.88,8.47,-113.28
4990.00,-0.19,-0.79,9.51,0.00,0.35,0.03,14.12,8.29,-114.77
5041.00,-0.23,-1.22,9.52,-0.01,-0.04,-0.00,14.12,8.29,-114.77
5093.00,0.11,-0.59,9.71,-0.04,-0.75,-0.08,14.12,8.29,-114.77
5147.00,0.50,-0.53,9.82,0.01,0.38,0.05,12.74,8.64,-114.77
5198.00,0.21,-0.67,9.63,0.04,0.85,0.11,12.74,8.64,-114.77
5250.00,-0.30,-1.27,9.52,-0.01,0.38,0.03,13.95,8.47,-114.61
5303.00,-0.54,-0.46,9.68,-0.00,0.41,0.03,13.95,8.47,-114.61
5355.00,-0.81,-1.00,9.50,-0.00,0.41,0.03,13.95,8.47,-114.61
5406.00,-0.44,-1.78,9.63,0.10,-0.00,-0.03,17.56,7.60,-114.11
5460.00,-1.18,-0.46,9.64,0.09,0.19,0.05,17.56,7.60,-114.11
5511.00,-0.79,-1.17,9.61,0.06,-0.20,-0.00,16.88,8.98,-113.44
5564.00,-0.69,-0.67,9.60,-0.02,-0.21,-0.02,16.88,8.98,-113.44
5617.00,-0.68,-0.36,9.67,-0.03,-0.05,-0.00,15.84,7.95,-115.11
5669.00,-0.72,-0.27,9.79,0.00,0.30,0.02,15.84,7.95,-115.11
5721.00,-1.04,-1.21,9.44,0.07,0.53,0.04,15.84,7.95,-115.11
5773.00,-1.27,-0.86,9.45,0.05,0.27,0.03,18.25,7.60,-114.11
5825.00,-1.21,-0.71,9.52,0.02,0.06,0.01,18.25,7.60,-114.11
5877.00,-1.34,-0.90,9.52,-0.00,0.16,0.01,18.08,7.43,-113.28
5929.00,-1.42,-0.43,9.44,-0.04,0.03,-0.00,18.08,7.43,-113.28
5981.00,-1.19,-1.41,9.52,0.02,0.03,-0.00,18.08,7.43,-113.28
6034.00,-1.61,-0.41,9.46,-0.01,0.19,0.01,18.60,8.29,-112.44
6086.00,-1.58,-0.93,9.50,-0.01,0.06,0.00,18.60,8.29,-112.44
6139.00,-1.57,-0.61,9.45,-0.01,0.01,-0.00,19.29,7.60,-115.11
6192.00,-1.59,-0.67,9.45,-0.01,-0.01,-0.00,19.29,7.60,-115.11
6244.00,-1.52,-0.95,9.50,-0.03,-0.06,-0.01,18.42,7.08,-114.61
6295.00,-1.57,-0.72,9.46,-0.00,-0.18,-0.01,18.42,7.08,-114.61
6348.00,-1.22,-0.60,9.55,0.01,-0.49,-0.03,18.42,7.08,-114.61
6400.00,-1.16,-0.53,9.44,0.01,-0.66,-0.04,18.08,8.12,-114.61
6452.00,-0.52,-1.95,9.43,-0.03,-0.91,-0.07,18.08,8.12,-114.61
6506.00,0.39,0.04,9.92,-0.04,-0.68,-0.06,13.78,7.60,-113.11
6557.00,0.24,0.30,9.79,-0.01,-0.06,-0.00,13.78,7.60,-113.11
6608.00,0.02,-1.41,9.55,-0.01,0.09,0.01,13.09,7.95,-115.44
6662.00,0.06,-0.87,9.60,-0.01,-0.01,0.00,13.09,7.95,-115.44
6713.00,0.09,-0.71,9.64,-0.00,-0.07,-0.00,13.09,7.95,-115.44
6765.00,0.07,-0.76,9.60,-0.01,-0.03,0.00,14.29,9.16,-114.61
6818.00,0.12,-0.96,9.61,-0.00,-0.05,-0.00,14.29,9.16,-114.61
6870.00,0.13,-0.63,9.61,-0.01,0.03,0.00,13.26,8.12,-113.61
6921.00,0.11,-0.84,9.63,-0.01,0.08,0.01,13.26,8.12,-113.61
6975.00,0.04,-0.73,9.63,0.01,0.16,0.01,13.26,8.12,-113.61
7026.00,-0.03,-1.00,9.66,0.03,0.27,0.02,13.26,7.08,-113.94
7079.00,-0.11,-0.79,9.58,0.07,0.33,0.02,13.26,7.08,-113.94
7132.00,-0.52,-1.47,9.61,-0.02,0.22,0.02,14.64,8.12,-114.27
7184.00,-0.47,-0.91,9.53,0.04,-0.04,-0.00,14.64,8.12,-114.27
7235.00,-0.45,-1.63,9.60,-0.05,-0.08,-0.01,14.64,8.12,-114.27
7289.00,-0.29,-0.87,9.52,0.02,-0.03,0.00,15.50,8.64,-114.11
7341.00,-0.33,-1.04,9.65,-0.02,0.19,0.01,15.50,8.64,-114.11
7392.00,-0.49,-0.30,9.44,0.04,-0.06,-0.00,16.19,7.60,-114.11
7445.00,-0.22,-1.02,9.67,-0.02,-0.22,-0.02,16.19,7.60,-114.11
7497.00,-0.30,-0.56,9.69,0.01,0.06,0.01,13.78,7.60,-114.11
7548.00,-0.31,-0.79,9.58,0.02,0.01,-0.00,13.78,7.60,-114.11
7602.00,-0.39,-0.53,9.67,0.01,0.08,0.00,13.78,7.60,-114.11
7654.00,-0.35,-0.71,9.60,0.03,0.01,-0.00,15.33,7.43,-114.27
7706.00,-0.41,-0.78,9.56,0.02,-0.03,-0.00,15.33,7.43,-114.27
7760.00,-0.34,-0.53,9.67,0.02,-0.06,-0.01,15.15,7.60,-114.11
7811.00,-0.36,-0.53,9.68,-0.00,-0.06,-0.01,15.15,7.60,-114.11
7864.00,-0.32,-1.03,9.59,0.04,-0.16,-0.01,15.15,7.60,-114.11
7917.00,-0.19,-0.79,9.64,-0.04,-0.13,-0.00,14.29,8.47,-114.61
7969.00,0.02,-0.44,9.70,0.12,0.03,0.01,14.29,8.47,-114.61
8020.00,-0.32,-0.94,9.47,0.05,0.23,0.01,12.57,7.43,-113.94
8073.00,-0.36,-1.51,9.65,0.11,-0.18,-0.01,12.57,7.43,-113.94
8124.00,0.57,-7.42,10.15,0.30,-0.71,0.02,15.33,7.08,-112.94
8177.00,0.40,-2.15,14.70,3.73,-0.72,0.64,15.33,7.08,-112.94
8229.00,3.95,14.07,-5.52,7.94,2.87,-0.68,15.33,7.08,-112.94
8281.00,1.75,3.58,-8.82,3.51,0.14,-0.24,11.71,-13.48,-105.79
8335.00,10.35,8.32,-2.75,-1.34,21.57,-0.84,11.71,-13.48,-105.79
8387.00,6.06,-7.38,-7.68,3.85,25.78,-1.28,20.15,-11.58,-74.02
8440.00,3.13,0.80,-2.36,3.32,20.49,0.28,20.15,-11.58,-74.02
8493.00,3.80,1.56,0.22,3.29,20.03,3.66,-28.76,-0.52,-86.33
8545.00,4.72,1.97,-2.65,1.33,19.98,5.06,-28.76,-0.52,-86.33
8598.00,17.13,2.56,-32.55,1.07,-0.20,2.89,-28.76,-0.52,-86.33
8651.00,-3.59,-52.20,72.94,8.53,1.86,3.97,-2.58,2.94,-113.94
8703.00,-1.94,30.81,13.60,3.39,-1.10,0.02,-2.58,2.94,-113.94
8755.00,0.90,-4.65,10.39,-0.02,0.13,-0.08,3.96,3.28,-113.28
8809.00,-0.79,5.12,9.09,0.21,1.91,-0.07,3.96,3.28,-113.28
8861.00,-1.19,-3.61,8.24,-0.00,-0.76,-0.07,3.96,3.28,-113.28
8914.00,2.12,-0.65,10.90,-0.01,-0.55,-0.07,6.72,3.97,-113.61
8968.00,1.03,-0.10,9.76,0.01,0.44,-0.07,6.72,3.97,-113.61
9019.00,0.83,-1.86,9.58,0.01,0.56,-0.07,6.03,3.28,-113.61
9072.00,0.36,-0.89,9.59,0.00,0.67,-0.08,6.03,3.28,-113.61
9125.00,0.32,-1.00,9.60,0.01,0.52,-0.07,6.03,3.28,-113.61
9177.00,-0.26,-0.15,9.60,-0.00,0.26,-0.07,8.78,2.94,-112.61
9230.00,0.01,-0.73,9.74,0.04,0.36,-0.07,8.78,2.94,-112.61
9283.00,-0.36,0.62,9.69,0.05,0.27,-0.07,8.09,2.25,-113.61
9335.00,-0.27,-0.34,9.69,0.00,-0.05,-0.08,8.09,2.25,-113.61
9388.00,-0.23,-2.14,9.43,-0.00,-0.01,-0.07,9.13,3.28,-113.28
9441.00,-0.28,-1.12,9.61,-0.01,-0.11,-0.08,9.13,3.28,-113.28
9493.00,-0.18,-1.25,9.57,-0.01,0.07,-0.08,9.82,3.97,-113.28
9546.00,0.05,-1.48,9.54,-0.00,-0.16,-0.08,9.82,3.97,-113.28
9600.00,-0.08,-1.24,9.60,0.03,-0.09,-0.08,9.82,3.97,-113.28
9653.00,-0.17,-0.38,9.67,0.01,0.01,-0.08,9.30,2.07,-114.44
9708.00,-0.10,-0.72,9.64,0.01,0.03,-0.08,9.30,2.07,-114.44
9760.00,-0.21,-0.93,9.59,0.01,0.24,0.03,10.33,2.42,-112.44
9810.00,-0.48,-0.90,9.55,-0.01,0.34,0.03,10.33,2.42,-112.44
9860.00,-0.57,-0.65,9.62,-0.01,0.21,0.02,10.33,2.42,-112.44
9912.00,-0.61,-0.80,9.63,0.01,0.16,0.01,9.64,2.42,-113.44
9962.00,-0.72,-0.94,9.54,0.01,0.15,0.01,9.64,2.42,-113.44
10013.00,-0.74,-0.77,9.57,0.01,0.12,0.01,10.50,2.94,-113.61
10065.00,-0.82,-0.72,9.56,0.01,0.11,0.01,10.50,2.94,-113.61
10116.00,-0.84,-0.67,9.60,0.00,0.06,0.01,10.50,2.94,-113.61
10166.00,-0.87,-0.87,9.58,0.00,0.11,0.01,10.68,3.46,-113.11
10219.00,-0.96,-0.71,9.58,-0.00,0.11,0.02,10.68,3.46,-113.11
10269.00,-1.01,-0.78,9.56,0.00,0.08,0.01,12.05,2.76,-112.11
10319.00,-1.02,-0.73,9.58,0.00,0.11,0.01,12.05,2.76,-112.11
10370.00,-1.10,-0.95,9.52,-0.00,0.20,0.02,12.91,4.67,-114.27
