time,ax,ay,az,gx,gy,gz,mx,my,mz
3054.00,-0.01,-0.78,9.67,-0.02,-0.04,0.00,15.33,9.16,-114.61
3105.00,-3.33,-4.03,9.06,0.04,0.55,0.11,14.46,8.64,-114.11
3157.00,0.35,-0.91,9.73,-0.01,-0.58,-0.02,14.46,8.64,-114.11
3209.00,-3.71,-1.81,19.85,0.02,0.13,0.08,13.09,10.37,-113.78
3261.00,0.01,-1.75,9.50,-0.07,0.30,0.02,13.09,10.37,-113.78
3313.00,-0.00,-0.90,9.64,-0.05,0.10,0.01,13.09,10.37,-113.78
3365.00,0.11,-0.58,9.74,-0.02,-0.21,-0.02,13.60,9.16,-114.61
3416.00,0.22,-0.76,9.65,-0.01,-0.16,-0.02,13.60,9.16,-114.61
3468.00,0.17,-1.21,9.53,-0.01,-0.10,-0.01,12.05,9.68,-113.78
3521.00,0.41,1.37,9.88,0.01,-0.03,-0.00,12.05,9.68,-113.78
3572.00,0.58,-4.85,9.64,0.09,0.08,-0.01,12.05,9.68,-113.78
3624.00,-0.06,-4.56,9.28,0.20,0.55,0.07,12.91,9.85,-114.27
3677.00,-0.44,-3.94,9.06,0.18,0.35,0.03,12.91,9.85,-114.27
3728.00,-0.25,-1.88,9.33,-0.04,0.04,0.03,14.81,8.29,-113.78
3780.00,-0.14,2.60,10.10,-0.10,-0.10,-0.01,14.81,8.29,-113.78
3832.00,-0.10,-0.96,9.46,-0.06,-0.39,-0.04,14.29,8.81,-113.61
3883.00,0.13,-1.01,9.54,-0.03,-1.17,-0.13,14.29,8.81,-113.61
3936.00,1.08,-1.02,9.76,0.06,-1.47,-0.14,14.29,8.81,-113.61
3988.00,1.52,-0.16,9.52,-0.03,-0.26,-0.04,8.78,8.81,-113.94
4039.00,1.29,1.23,9.75,-0.05,0.19,0.02,8.78,8.81,-113.94
4091.00,1.50,-0.38,9.82,-0.03,0.09,0.03,9.30,8.64,-113.78
4144.00,0.92,0.77,9.83,-0.03,0.55,0.09,9.30,8.64,-113.78
4195.00,0.53,-3.37,9.41,0.07,0.18,0.06,9.30,8.64,-113.78
4247.00,0.88,-0.14,9.49,0.08,0.18,0.01,10.33,8.64,-114.44
4300.00,0.72,-0.26,9.49,-0.04,-0.21,-0.02,10.33,8.64,-114.44
4351.00,0.84,-2.52,9.55,0.00,-0.59,-0.05,12.05,9.33,-114.11
4404.00,1.66,-1.49,9.53,-0.04,-0.73,-0.13,12.05,9.33,-114.11
4455.00,1.82,0.20,9.62,-0.06,-0.28,-0.09,12.05,9.33,-114.11
4506.00,1.77,-0.44,9.57,-0.01,-0.00,0.03,7.75,8.47,-114.61
4558.00,1.64,-2.11,9.47,0.00,0.09,0.04,7.75,8.47,-114.61
4609.00,1.47,-0.94,9.43,0.01,0.37,0.05,8.61,9.33,-114.77
4661.00,1.31,-0.74,9.54,-0.02,0.09,0.02,8.61,9.33,-114.77
4713.00,1.35,-0.72,9.51,-0.00,-0.05,-0.00,8.61,8.64,-115.44
4764.00,1.48,-0.75,9.52,-0.01,-0.06,-0.01,8.61,8.64,-115.44
4817.00,1.43,-1.04,9.52,-0.01,-0.04,-0.00,8.61,8.64,-115.44
4869.00,1.48,-0.89,9.50,-0.02,-0.07,-0.01,8.61,8.29,-114.44
4920.00,1.59,-1.00,9.65,0.02,-0.04,0.00,8.61,8.29,-114.44
4972.00,1.58,-0.40,9.55,0.06,0.17,0.01,6.89,9.33,-114.44
5025.00,1.62,-0.18,9.63,0.05,0.13,0.01,6.89,9.33,-114.44
5076.00,1.26,-0.77,9.53,-0.04,0.26,0.02,6.89,9.33,-114.44
5129.00,0.99,-0.96,9.52,-0.01,0.09,0.01,10.50,8.47,-114.27
5181.00,1.14,-1.25,9.49,0.06,0.07,0.00,10.50,8.47,-114.27
5233.00,1.20,-1.36,9.50,0.01,0.14,0.01,9.82,8.81,-115.27
5286.00,0.93,-1.16,9.51,0.00,0.24,0.02,9.82,8.81,-115.27
5338.00,1.06,-0.16,9.79,-0.00,0.22,0.02,9.82,8.81,-115.27
5389.00,0.59,-1.14,9.64,-0.02,0.26,0.03,11.54,8.81,-113.94
5442.00,0.91,-0.02,9.73,0.02,-0.03,0.00,11.54,8.81,-113.94
5494.00,0.52,-1.63,9.47,-0.03,0.23,0.02,12.23,8.12,-114.27
5545.00,0.50,-0.59,9.52,0.01,0.13,0.01,12.23,8.12,-114.27
5597.00,0.52,-0.50,9.61,-0.05,0.06,-0.00,11.02,9.68,-114.44
5650.00,0.61,-0.43,9.72,-0.04,-0.08,-0.01,11.02,9.68,-114.44
5701.00,0.57,-2.06,9.40,0.06,0.02,0.00,11.02,8.64,-114.44
5753.00,0.60,-0.57,9.69,0.03,0.07,0.00,11.02,8.64,-114.44
5806.00,0.41,-0.79,9.57,-0.04,0.03,0.01,11.02,8.64,-114.44
5857.00,0.49,-0.56,9.62,-0.02,-0.19,-0.00,11.54,9.16,-115.27
5910.00,0.82,-0.68,9.70,-0.00,-0.29,-0.03,11.54,9.16,-115.27
5963.00,0.76,-1.05,9.52,0.01,0.06,0.00,12.05,7.95,-114.44
6014.00,0.73,-0.80,9.62,0.01,0.11,0.01,12.05,7.95,-114.44
6066.00,0.64,-0.78,9.61,0.03,0.13,0.02,12.05,7.95,-114.44
6120.00,0.59,-1.00,9.61,0.04,0.10,0.01,11.88,8.81,-115.27
6171.00,0.51,-1.02,9.54,0.01,-0.05,0.00,11.88,8.81,-115.27
6223.00,0.66,-0.13,9.60,-0.02,-0.17,-0.01,11.88,9.16,-114.94
6276.00,0.74,-0.91,9.58,-0.02,-0.20,-0.01,11.88,9.16,-114.94
6327.00,0.89,-0.69,9.62,0.00,-0.22,-0.02,11.88,9.16,-114.94
6380.00,0.95,-0.83,9.59,0.01,-0.17,-0.02,12.57,8.47,-113.61
